CONTAINMENT_ZONE_NAME,LATITUDE,LONGITUDE,RADIUS,PINCODE,DISTRICT,STATE,COUNTRY
Uralikanchan-Tej Platinam Society,18.4945453,74.1317768,500, 412202, Pune District, Maharashtra, India
Manjari Kurd-Indiranagar,18.5287353,73.9932872,500, 412307, Pune District, Maharashtra, India
Khdakwasla D I T Girinagar,18.4276826,73.76802839999999,500, 410301, Pune District, Maharashtra, India
Wadki govthan,18.4313952,73.97982,500, 412308, Pune District, Maharashtra, India
Dehu Gao-Chvhan Nagarno.2 Vithalwadi (Botre aali),18.7166713,73.76781790000001,500, 412114, Pune District, Maharashtra, India
Dheu-Malwadi (Vignahar Society ),22.6301294,88.3851794,500, 700050, Kolkata, West Bengal, India
Keduri-Thitewadi,18.8032954,74.0505752,500, 412208, Pune District, Maharashtra, India
"Taklihaji-Sablewadi chowk to Fhateshwar dam, Fakte road to Ghod River ",18.5436604,74.56850399999999,500, 414700, Pune District, Maharashtra, India
Shikrapur-Dattavihar Colony,18.6923691,74.1323125,500, Maharashtra, Shirur, Pune District, India
Shikarpur-Bandal Complex,18.6923691,74.1323125,500, Maharashtra, Shirur, Pune District, India
Ranjangao Ganpati -Lande wasti,18.7412302,74.2467689,500, Maharashtra, Shirur, Pune District, India
Daund city (Prabhag no. 4 and 5),18.4631179,74.5840492,500, 413801, Pune District, Maharashtra, India
Nanvij,18.4712399,74.53723500000001,500, 413800, Pune District, Maharashtra, India
Daund city(Gajanan Society),18.4592756,74.5674339,500, 413800, Pune District, Maharashtra, India
Khutbav (Galandwadi),18.5094648,74.3202542,500, Maharashtra, Daund, Pune District, India
Khutbav(Salobawadi),18.5094648,74.3202542,500, Maharashtra, Daund, Pune District, India
"Mandhar gavthan,Upalwasti,Tamboliwast,Kumbharwasti,Baudhwasti,Telarwasti,Morewasti,",18.6760384,73.7992634,500, 412114, Pune District, Maharashtra, India
"Saswad nagarparishad ,Spardha pariksha aabhashika kendra",18.3463128,74.0301826,500, 412301, Pune District, Maharashtra, India
"Saswad Nagarparishad-Sopannagar,Waghdongar water tank North side",18.358393,74.0226678,500, 412300, Pune District, Maharashtra, India
"Bopgaon gavthan,Misalwadi gavthan",18.4983432,73.9619376,500, 412308, Pune District, Maharashtra, India
Mahur gavthan,19.1611831,72.9486403,500, 40081, Mumbai Suburban, Maharashtra, India
Sali Saswad,18.352071,74.03295,500, 412300, Pune District, Maharashtra, India
"Chakan Aabegao road North side ,Zitramala gat no.114 to 2121 area",18.7632075,73.8613203,500, 410500, Pune District, Maharashtra, India
Aalandi prabhag no.2 property no.1969 to property no.2016 area,18.6782865,73.89503359999999,500, 412105, Pune District, Maharashtra, India
Chakan prabhag no.14 -Balkrushn Nagar and Susdarshan  Society all area,18.7632075,73.8613203,500, 410500, Pune District, Maharashtra, India
Aalandi property no.1891 to Chwadi chowk property no. 1972 area,18.6782865,73.89503359999999,500, 412105, Pune District, Maharashtra, India
Chakan prabhag no.22 -shree Ramnagar -Sita Apartment all area,18.5133793,73.83308439999999,500, 411001, Pune District, Maharashtra, India
Chakan Prabhag no.19 -baluteaali -Vinayak Aapartment all area,18.7632075,73.8613203,500, 410500, Pune District, Maharashtra, India
"Rakshewadi all area ,Rajguru Nagar nagarparishad ward no.2,3",18.8573644,73.8938558,500, 412205, Pune District, Maharashtra, India
"Vadgaon, Khed-Varudewasti Vadgaon all area",18.4659813,73.8246309,500, 411001, Pune District, Maharashtra, India
"Papalwadi ,Aalyaciwasti bailghat gaovthan east area",18.9367249,73.8624893,500, Maharashtra,Khed, Pune District, India
Kurkundi-Ralewasti,18.8505156,73.7845569,500, Maharashtra, Khed, Pune District, India
"Paiet-gavadewasti,Paiet Gavthan ,Aahire road-Savantwadi",15.9052627,73.8213213,500, 416500, Sindhudurg, Maharashtra, India
Bursewadi gavthan,18.9864046,73.7970575,500, 412402, Pune District, Maharashtra, India
Yewalewadi-kadbakutti Sairaj hotel area,18.4363212,73.8963496,500, 411048, Pune District, Maharashtra, India
"Vetale-Varchiaali ,Madhli aali",18.9490513,73.7904396,500, Maharashtra, Khed, Pune District, India
Vashere-ganeshwadi,19.3334998,73.1615127,500, 421302, Thane, Maharashtra, India
Surkundi-Guravwasti,18.9985461,73.71542149999999,500, 412402, Pune District, Maharashtra, India
Nigoj -Bendalewasti,18.9575333,74.2810193,500, Maharashtra, Parner, Ahmednagar, India
Bahul-Pansarewasti,18.7336285,74.0123851,500, Maharashtra,Khed, Pune District, India
Nanekarwadi-unicare Hospital-Aaroshi Society,18.754925,73.8577966,500, 410500, Pune District, Maharashtra, India
"Kadus gavthan,Baluteaali,Kaliwada,Charmkar wasti,Kumbhar wasti,Shantinagar,Tamboli lane,Muslim aali,Kohinde road,Panchwati ",18.9068503,73.7536695,500, Maharashtra, Khed, Pune District, India
Kadus-Shendewadi no.1,18.8974194,73.8095574,500, Maharashtra, Khed, Pune District, India
"Mhalunge-Bedwasti,Mhalungekar Chowk",18.57382,73.7561594,500, 411057, Pune District, Maharashtra, India
Jejuri Nagarparishad-Khomnewasti,18.2780997,74.1612194,500, 412303, Pune District, Maharashtra, India
"Indirangar,Dhumalwasti",12.9783692,77.6408356,500, 560038, Bangalore Urban, Karnataka, India
Bankarwadi,20.0167771,75.61498929999999,500, Maharashtra,Badnapur, Jalna, India
Bhimgotha,29.9423426,78.15466169999999,500, 249401, Haridwar, Uttarakhand, India
Fulenagar,18.560961,73.874985,500, 411001, Pune District, Maharashtra, India
Shinoli,15.8628992,74.3968658,500, Maharashtra,Chandgad, Kolhapur, India
Nirgudsar - Kalsemala ,18.9759056,74.0447003,500, 412406, Pune District, Maharashtra, India
Valti - Ganjvevasti and Bhokarvasti-Patilvada,17.6013686,73.9918933,500, 415002,Satara, Maharashtra, India
Girvali,19.0825149,73.85587360000001,500, 412408, Pune District, Maharashtra, India
Narodi,19.0410801,73.88454,500, 412408, Pune District, Maharashtra, India
Pargaon-Avsari9 Budurak-Balaji Complex,18.9649418,74.0021019,500, 412406, Pune District, Maharashtra, India
Avsari Budurak Gaonthan - Ward No.3 limited area,18.622812,73.8492576,500, 411039, Pune District, Maharashtra, India
Eaklahare - Khalvadi,19.9783745,73.88601,500, 422400, Nashik, Maharashtra, India
Chaptevadi - Malwadi,18.5053012,73.93892129999999,500, 411001, Pune District, Maharashtra, India
Kondhare Gaonthan,19.1486493,73.6795574,500, 412407, Pune District, Maharashtra, India
Mahalunge - Ghoda Gaonthan.,18.57382,73.7561594,500, 411057, Pune District, Maharashtra, India
"Portion of civil area considering H No. 70 & 70-A, New Bazar, Neeta Appt Kirkee towards BBP No. 18 H No. 125/OB then turning along lane between H No. 125/OB, portion of civil area consisting  469-B & 470, old bazar, Kirkee",18.5625986,73.8523582,500, Maharashtra, Pune City, Pune District, India
"from the junction of Chhatrapati Shivaji Road and Hospital road to the junction of Chhatrapati cantonment quarters at Surtimohalla along boundary of civil area upto BBP 18, then consisting of 06 quarters at Surtimohalla GLR Sy No. 94, Kirkee",18.5678827,73.8519946,500, 411020, Pune District, Maharashtra, India
"Waitagwadi, East Kirkee",18.5625986,73.8523582,500, Maharashtra, Pune City, Pune District, India
"T.S, including lane, bye-lanes and adjoining open spaces, Kirkee",18.5625986,73.8523582,500, Maharashtra, Pune City, Pune District, India
"Portion of Darga Vasahat out of GLR Sy. 94, Kirkee",18.570155,73.8533317,500, 411018, Pune District, Maharashtra, India
"H No. Old Bazar, Kirkee",18.5625986,73.8523582,500, Maharashtra, Pune City, Pune District, India
"Portion of Type A Quarters, Building No. 6, Range Hills, Khadki",18.5526807,73.8449736,500, 411001, Pune District, Maharashtra, India
"Entire portion of Gawali Wada, Boottee Street - from junction of D.M. road upto Bachoo Adda (upto Synagogue Street)",18.5167473,73.87536,500, 411001, Pune District, Maharashtra, India
"Bhimpura Area - from Lane No. 1 to 21 from junction of V. P. Street and Jan Mohammed street upto Bhople Chowk, Bhople Chowk to Babajan Chowk, Babajan Chowk to V.P. Street along Jan Mohd. Street",18.5099318,73.87680449999999,500, 411001, Pune District, Maharashtra, India
"From H. No. 48, M.G. road upto H. No. 60, M.G. road, H. No. 400 upto H. No. 414 V. P. Street and 1153 to 1156 Saifee Street",12.9747066,77.6094093,500, 560025, Bangalore Urban, Karnataka, India
"Entire area of Modikhana - H. No. 2390 opposite Abaji Maidan and Dhobi Ghat Qtrs, opposite Poona College, Hidyatullah Road, from Pundol Apartments to Try Luck Chowk, Try Luck Chowk to H. No. 2158 New Modikhana along boundary of PMC and PCB",18.5069667,73.8767383,500, 411001, Pune District, Maharashtra, India
Sholapur Bazar H. No. 15 to 29 Sholapur Bazar,18.5051743,73.8793951,500, 411001, Pune District, Maharashtra, India
St. Vincents street H. No. 1993 to 1998 St. Vincents street,55.8625832,-4.266062499999999,500, G2 5HN, Glasgow City, Scotland, United Kingdom
Sacapir Street - H. No. 572 to 584 and area around Shivaji Market,18.51299,73.877842,500, 411001, Pune District, Maharashtra, India
Part of Wanowrie Bazar,18.4959788,73.89372709999999,500, 411001, Pune District, Maharashtra, India
"Kamshet village area, East Shikshak Society-Gulab Rane home",18.761137,73.5572055,500, Maharashtra, Mawal, Pune District, India
"Kamshet village area,West-Datta Colony -Sanjay Padavkar home",18.761137,73.5572055,500, Maharashtra, Mawal, Pune District, India
"Kamshet village area,South- Police Station -Sahara colony",18.761137,73.5572055,500, Maharashtra, Mawal, Pune District, India
"Kamshet village area, North- Nane Road railway gate, Balkrushan Jijaba Shinde home",18.7701669,73.5596121,500, Maharashtra, Mawal, Pune District, India
Parandwadi,18.6980909,73.6580359,500, 410005, Pune District, Maharashtra, India
"Takave ,Soyex Flora Company Campus area,Soyex Flora Company Colony",18.8028158,73.6230647,500, Maharashtra, Mawal, Pune District, India
Kadadhe,18.6941031,73.5329091,500, Maharashtra, Mawal, Pune District, India
Mau,33.6018323,-95.62476699999999,500, 75421, Lamar County, Texas, United States of America
"Talegao Dabhade area pai Prabhag no.4 ,Amay Nivas,Gudvil School,Anandnagar,Talegao -Chakan road area",18.7375763,73.67466259999999,500, 410506, Pune District, Maharashtra, India
"Talegao Dabhade area pai Prabhag no.13,North Flot no.56,Shailesh Thobe home,East-Colony road,South-Saptgiri 58, Shidhu Nushal home,West,Flot no.48, Girija Park Building no.2 area",18.7375763,73.67466259999999,500, 410506, Pune District, Maharashtra, India
"Kusgaon Bk ,Prabhag no.3, East-Nyara Cornor Building,West-Nyara Nivara Building,North-Shivsena office,South-Shree Swami Samarth Society",18.5133793,73.83308439999999,500, 411001, Pune District, Maharashtra, India
Lonavla area -Valvan -East Cunavala Bangala to Modi Bangla ,18.7557237,73.4090757,500, 410400, Pune District, Maharashtra, India
"Talegao Dabhade area Prabhag no.3 Namrata Society ,East -Namrata Sakar Society B7 Building ,West-Satykamal Colony Road ,North- Namrata Sakar Society A 4 Building ,South-Namrata Sakar premises",18.7371606,73.6877193,500, 410506, Pune District, Maharashtra, India
Varale village area-Eco City Phase-1 A 2 Building,18.7842222,73.80073399999999,500, Maharashtra, Khed, Pune District, India
"Talegao Dabhade area-Datta Mandir opposite 3 floor building Nivashi bulding,Dal aali",18.7375763,73.67466259999999,500, 410506, Pune District, Maharashtra, India
"INS Shivaji ,Lonavala Building no.P212",18.7557237,73.4090757,500, 410400, Pune District, Maharashtra, India
"Gharkul Vasti,Hinjewadi",18.5885292,73.7530244,500, 411035, Pune District, Maharashtra, India
"Sai Sankalp Society ,Bhugao",18.5011162,73.7507669,500, 412115, Pune District, Maharashtra, India
"Bella Case Society ,Wing L Building ,Sus",18.5454058,73.7777808,500, 411021, Pune District, Maharashtra, India
"Madhuvishwa Society  C Building ,Bavdhan",18.5160743,73.7723312,500, 411021, Pune District, Maharashtra, India
Aurangpur - Ramabainagar,26.7093494,79.97801779999999,500, 209205, Kanpur Nagar, Uttar Pradesh, India
Savargaon-Lakshminagar chowk,28.6371746,77.2756181,500, 110031V, East Delhi, Delhi, India
Vadaj -Vitthal ,23.0675934,72.5667133,500, 380001, Ahmedabad District, Gujarat, India
Vadaj- Vitthalvadi Vitthal-Rukmini Temple Area,19.2214943,73.1644884,500, 421003, Thane, Maharashtra, India
Shiroli-Aale - Inamvasti,16.6166719,74.1078459,500, 416006, Kolhapur, Maharashtra, India
Otur - More Chowk - Shreyas Plaza,19.2568967,73.98648519999999,500, 412409, Pune District, Maharashtra, India
Chincholi,17.4610238,77.4192758,500, 585307, Kalaburagi district, Karnataka, India
Navlewadi,17.7779711,74.2725846,500, Maharashtra,Khatav, Satara, India
"Kusur Gaonthan, Shankar Mala and Ramwadi",18.622812,73.8492576,500, 411039, Pune District, Maharashtra, India
Dhamankhal Gaonthan,18.622812,73.8492576,500, 411039, Pune District, Maharashtra, India
Junnar - Bramhin-Budharpeth - Vijayalaxmi Apartment,19.2031842,73.87425,500, 410502, Pune District, Maharashtra, India
Rajuri - Sayadri Vally Collage of Engineering Hostel,19.1368821,74.1491791,500, 412410, Pune District, Maharashtra, India
